budget,genres,original_language,revenue,runtime,vote_average,director
2500000,Drama,en,71904,100.0,7.1,Michael D. Sellers
0,Documentary,en,0,80.0,5.5,Reed Cowan
14000000,Comedy Romance,en,0,106.0,6.1,James Dodson
0,Horror Thriller,de,0,103.0,6.1,Stefan Ruzowitzky
2500000,Drama Science Fiction Thriller,en,107559,90.0,6.0,Alex Rivera
2500000,Comedy Action Drama,en,324138,96.0,6.6,James Gunn
0,Comedy Family,en,0,89.0,5.0,John Murlowski
2500000,Comedy Horror,de,0,87.0,4.9,Benni Diez
35000000,Horror,en,0,94.0,4.8,Danny Perez
2400000,Drama,en,5731103,120.0,7.0,Spike Lee
0,Drama Horror Thriller,en,0,101.0,4.8,Robby Henson
30000000,Adventure Comedy Science Fiction,en,495303,84.0,6.3,Mike Judge
2500000,Crime,en,0,110.0,4.5,Zackary Adler
2380000,Drama Crime,en,8176544,101.0,7.4,Shane Meadows
2500000,Action Adventure Science Fiction,en,0,101.0,3.1,Dominic Burns
2361000,Comedy Music,en,6892000,101.0,7.0,George Sidney
2450000,Drama Family,en,0,105.0,4.6,Carmen Marron
0,Comedy Drama Family,en,565592,97.0,10.0,Tim McCanlies
2300000,Music Romance,en,11000000,107.0,6.9,George Sidney
0,Drama,en,0,91.0,4.7,Mario Van Peebles
0,Thriller,en,0,108.0,5.6,Jason Stone
2000000,Fantasy Adventure Animation Comedy Family,en,0,90.0,6.7,Jerry Rees
2280000,Animation Family Music,en,83320000,124.0,7.2,David Hand
0,Thriller Drama,en,0,90.0,0.0,Jaco Booyens
4000000,Horror Thriller,en,36690067,95.0,5.7,Steve Miner
2200000,Horror Thriller,en,21930418,92.0,5.1,Danny Steinmann
0,Drama,en,0,117.0,6.2,Michael Landon Jr.
0,Fantasy Drama,en,0,115.0,6.6,Jon Gunn
0,Thriller Romance,en,0,90.0,5.7,Hayley Cloake
2160000,Drama,en,9132000,119.0,5.8,Tay Garnett
2300000,Thriller Drama,en,0,97.0,5.6,Shyam Madiraju
0,Comedy Romance Foreign,en,0,90.0,3.5,Harmage Singh Kalirai
0,Romance Comedy Music,en,0,90.0,5.4,Rita Merson
0,Action Comedy Horror,en,0,85.0,5.7,Jon Knautz
2100000,Drama History Romance,en,23650000,172.0,7.6,William Wyler
0,Crime Drama,en,480811,113.0,6.7,Larry Clark
0,Comedy Drama,en,0,89.0,7.0,Petter N\u00e6ss
2100000,Drama Crime,en,3330,126.0,0.0,Robert Fontaine
1500000,Horror Mystery,es,30448000,78.0,7.1,Jaume Balaguer\u00f3
0,Drama Mystery Thriller,en,0,88.0,4.5,Patricia Cardoso
0,Thriller Horror Science Fiction,en,0,77.0,5.1,Neil Mcenery-West
0,Adventure Drama Western,de,0,81.0,4.1,Anthony O'Brien
2000000,Action Thriller Adventure,en,78898765,115.0,6.9,Terence Young
0,Comedy Horror Action,en,0,96.0,5.3,Lloyd Kaufman
2000000,Comedy Romance Science Fiction,en,18344729,89.0,7.0,Woody Allen
2000000,Horror Thriller,en,14674076,100.0,6.6,David Robert Mitchell
2000000,Comedy,en,18016290,88.0,6.6,Woody Allen
2000000,Crime Drama,en,13129846,129.0,8.0,Robert Mulligan
2000000,Adventure Action Thriller Science Fiction,en,24600832,95.0,7.3,George Miller
0,Action Comedy,cn,0,102.0,7.2,Liu Chia-Liang
2000000,Crime Drama,en,11540607,118.0,7.2,Kimberly Peirce
2000000,Horror Mystery,en,13101672,85.0,5.2,Chris Kentis
2000000,Drama Thriller,de,70000000,137.0,7.9,Florian Henckel von Donnersmarck
1000000,Drama,en,34522221,129.0,6.8,Alex Kendrick
2000000,Drama,en,7600000,134.0,7.6,Robert Rossen
2000000,Adventure Drama Romance,en,9172000,119.0,6.5,Jack Conway
8000000,Adventure Animation Comedy Drama,fr,1477676,80.0,7.3,Sylvain Chomet
0,Drama Comedy,en,0,89.0,6.6,Chris Eyre
0,Comedy Drama,en,6003587,101.0,7.1,Shari Springer Berman
2700000,Drama Romance,en,15992615,80.0,7.6,Richard Linklater
2000000,Drama Thriller,es,20908467,154.0,7.6,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
2000000,Crime Drama,en,4601043,100.0,6.7,Catherine Hardwicke
2000000,Drama Romance,en,7800000,118.0,6.8,Elia Kazan
2000000,Drama,en,13831503,100.0,6.8,Debra Granik
0,Documentary Action Adventure,en,13885802,106.0,7.6,Kevin Macdonald
2000000,Drama Music Romance,en,4000000,106.0,4.8,Henry King
0,Comedy Drama,en,0,90.0,7.0,Miranda July
2000000,Documentary,en,7871522,109.0,7.7,Charles Ferguson
6000000,Drama Music Romance,en,11122090,96.0,6.3,Max Joseph
0,Crime Drama,en,0,116.0,7.2,Jim Jarmusch
2000000,Crime Drama Thriller Action,en,5967038,120.0,6.3,David Ayer
2000000,Crime Drama Thriller,en,2801508,97.0,5.6,Jerry Jameson
2000000,Comedy Drama Romance,en,2506446,96.0,4.8,Steven Soderbergh
0,Horror,en,0,98.0,5.9,Kevin Tenney
2000000,Romance Drama Comedy,en,5179037,101.0,6.3,John Cameron Mitchell
2000000,Drama Animation War,he,11125849,90.0,7.8,Ari Folman
2000000,Documentary,en,1431623,102.0,7.2,Charles Ferguson
2000000,Drama Romance,en,1477002,98.0,6.8,Marielle Heller
2000000,Documentary,en,0,109.0,7.6,David Sington
0,Drama Western,en,876302,104.0,6.5,Kelly Reichardt
2000000,History Documentary,en,653621,92.0,6.8,Fenton Bailey
0,Drama Action Thriller,en,0,99.0,7.1,Bob Giraldi
0,Comedy Drama,en,0,96.0,5.6,Jill Sprecher
2000000,Comedy,en,563706,120.0,4.6,Huck Botko
2000000,Action Thriller,fr,390659,104.0,6.3,Luc Besson
0,Comedy Drama,en,0,97.0,6.1,David Duchovny
0,Comedy Horror,en,0,94.0,5.2,Mitchell Lichtenstein
2000000,Action Adventure Science Fiction,en,124494,91.0,5.8,Lance Mungia
2000000,Drama Comedy Music,en,120620,90.0,7.1,Michael Dowse
3800000,Comedy,en,111731,84.0,5.9,Hue Rhodes
0,Comedy Drama Romance,en,0,96.0,6.3,Shane Meadows
13500000,Drama,en,187674,129.0,5.2,Roland Emmerich
0,Drama Action Thriller,en,0,100.0,5.0,Danny Provenzano
0,Adventure Family,en,0,97.0,5.6,Bill Muir
0,Comedy Drama Music Romance,en,0,94.0,5.5,Richard LaGravenese
0,Comedy Drama Mystery Thriller,en,0,95.0,6.4,Noah Buschel
2000000,Comedy Science Fiction Romance Horror,en,54207,97.0,5.9,Brian Yuzna
0,Drama Action Romance,en,0,92.0,6.1,Hunter Richards
2000000,Drama,en,622806,96.0,6.3,Laurie Collyer
0,Horror Science Fiction,en,0,87.0,6.0,Aaron Hann
0,Horror Thriller,en,3983997,91.0,6.7,James Watkins
0,Thriller,en,0,98.0,5.4,Catherine Hardwicke
0,Horror Comedy,en,0,86.0,5.3,Phil Claydon
0,Drama Action Crime Foreign,en,0,120.0,6.8,Ralph Ziman
0,Thriller Drama Crime,en,0,99.0,6.9,John Simpson
1000000,Thriller Horror,en,0,92.0,6.1,Colin Minihan
100000,Horror,en,95000,86.0,5.5,Conor McMahon
2000000,Crime Drama Horror Thriller,en,0,98.0,5.2,Chris Shadley
2000000,Comedy,en,11833696,82.0,6.7,Woody Allen
0,Thriller,en,0,103.0,3.5,Simon Yin
0,Action Adventure Drama,en,0,76.0,5.8,Jeff Crook
2300000,Crime Drama Mystery,en,0,87.0,7.2,Orson Welles
2000000,Horror Thriller,en,0,88.0,4.4,Dave Payne
14000000,Action Adventure Drama,en,0,97.0,5.6,James Cox
2000000,Comedy Crime,en,0,96.0,5.7,Jonas \u00c5kerlund
0,Comedy,en,0,87.0,6.7,Brad Copeland
0,Comedy Fantasy Music,en,0,106.0,6.6,Paul Bunnell
0,Comedy Drama,en,0,107.0,5.3,Phil Morrison
0,Mystery Horror History,de,0,85.0,6.3,Harald Reinl
7000000,Comedy Drama,en,0,88.0,5.2,James Cox
0,Comedy Music,en,0,99.0,6.1,Richard Lester
0,Documentary,en,0,102.0,5.9,Michael Moore
0,Action Adventure History Western,en,0,108.0,3.9,Tanner Beard
0,Science Fiction Comedy,en,0,90.0,4.2,Scott Dow
2000000,Thriller Mystery Horror Drama,en,0,89.0,4.4,Derick Martini
2000000,Thriller,en,0,92.0,4.4,Jerry Dugan
19000000,Crime Drama,en,0,99.0,6.7,Tim Hunter
0,Fantasy Drama Science Fiction,en,0,103.0,6.7,Michael Polish
1950000,Thriller Action,en,0,90.0,5.8,William Kaufman
1987650,Drama Thriller Mystery,en,19152480,94.0,6.6,Rodrigo Cort\u00e9s
0,Drama Comedy Romance,en,864659,97.0,7.4,Richard Ayoade
0,Documentary Drama History,ar,0,88.0,7.8,Jehane Noujaim
0,Drama,fr,0,95.0,5.8,Jean-Marc Barr
0,Drama Music,hi,222000,160.0,5.6,Remo D'Souza
0,Thriller Documentary Crime History,en,2957978,94.0,7.5,James Marsh
0,Drama Thriller,en,0,82.0,5.8,John Laing
1900000,Drama,en,0,89.0,6.9,Jamal Hill
1800000,Horror Drama Thriller,en,67738090,87.0,5.6,Daniel Stamm
0,Drama,en,0,98.0,7.2,Sam Taylor-Johnson
1800000,Drama,en,8000000,125.0,7.6,Elia Kazan
1800000,Drama Comedy War,en,9440272,95.0,8.0,Stanley Kubrick
1800000,Drama Romance,es,0,118.0,6.2,Carlos Carrera
1800000,Drama Fantasy,en,21107746,93.0,6.8,Benh Zeitlin
1700000,Action Science Fiction,en,8844595,93.0,5.5,J. Lee Thompson
0,Drama Music,en,0,109.0,5.6,Maggie Greenwald
2000000,Drama Thriller,en,841733,109.0,5.3,Vera Farmiga
0,Comedy Romance,ta,0,155.0,6.7,Vijay Chandar
0,Comedy Documentary,en,621951,87.0,6.4,Morgan Spurlock
0,Comedy,en,0,93.0,5.5,Jonathan Wacks
0,Adventure Drama Foreign,en,0,108.0,6.8,Khyentse Norbu
1800000,Western,en,6800000,114.0,6.7,Ted Post
0,Crime Drama,en,0,87.0,6.9,Richard Brooks
0,Horror Thriller,en,0,113.0,5.3,Tony Krantz
0,Thriller Comedy Horror,en,0,87.0,0.0,Mitchell Altieri
1800000,Action Science Fiction,en,0,86.0,4.2,W.D. Hogan
1800000,Comedy Romance,en,0,101.0,5.0,Corey Grant
1530000,Action Drama Thriller,de,7267585,81.0,7.2,Tom Tykwer
500000,Drama Horror Thriller Romance,en,150277,93.0,6.3,Lucky McKee
1493619,Adventure Family,en,0,90.0,4.9,Richard Boddington
0,Drama,es,23311391,106.0,7.0,Patricia Riggen
1700000,Action Science Fiction,en,9700000,88.0,6.1,J. Lee Thompson
1700000,Drama Thriller,en,0,130.0,6.4,Todd Field
2000000,Thriller Crime Horror,en,572809,108.0,6.3,Steven R. Monroe
1700000,Comedy Crime,en,1943649,98.0,5.5,Mark Illsley
0,Drama Thriller Romance,en,0,86.0,6.0,Pawe\u0142 Pawlikowski
1000000,Drama Romance,hi,4235151,104.0,7.3,Ritesh Batra
0,Drama Romance,en,0,100.0,5.9,Sally Potter
1644736,Comedy Romance,en,7433101,126.0,7.2,Frank Capra
1650000,War Drama Romance,en,30500000,118.0,7.2,Fred Zinnemann
1600000,Western,en,5400000,103.0,7.1,John Ford
0,Drama Music,en,0,102.0,6.0,Brad J. Silverman
0,Comedy Drama,en,6033999,84.0,6.3,Dave Meyers
0,Drama Crime Thriller,en,2592808,0.0,4.3,David M. Matthews
0,Drama Comedy Romance,ar,0,96.0,6.8,Nadine Labaki
0,Thriller Horror,en,0,92.0,4.6,Llu\u00eds Qu\u00edlez
0,Drama Romance,he,0,114.0,7.6,Eytan Fox
1600000,Crime Drama Mystery,en,4420000,113.0,7.5,Francis Ford Coppola
0,Romance,hi,0,0.0,0.0,Romesh Sharma
0,Crime Drama Romance,fr,0,123.0,6.7,Fran\u00e7ois Truffaut
0,Drama Mystery,en,0,111.0,6.5,Adam Goldberg
0,Horror,en,0,99.0,4.4,Travis Zariwny
2000000,Comedy,en,22179430,108.0,6.7,Adrienne Shelly
1500000,Action,en,11806119,92.0,6.6,Newt Arnold
1500000,Comedy Drama,en,9600000,129.0,7.9,Frank Capra
1500000,Drama Crime,en,7412216,91.0,6.8,Larry Clark
1500000,Comedy Drama,en,11098131,81.0,6.9,Noah Baumbach
1000000,Comedy,en,10013424,97.0,5.9,Charles Herman-Wurmfeld
17000000,Action Drama,en,0,90.0,4.5,John Stockwell
1500000,Drama Mystery Thriller,en,7000000,111.0,7.3,Alfred Hitchcock
0,Drama Mystery,en,0,103.0,6.5,Atom Egoyan
1500000,Romance Comedy Crime Drama,en,2375097,110.0,7.1,Vincent Gallo
1500000,Horror Thriller,en,97009150,103.0,6.8,James Wan
1500000,Comedy Crime Science Fiction Thriller,en,2300000,92.0,6.7,Alex Cox
1500000,Crime Drama Thriller,es,0,114.0,7.4,Fabi\u00e1n Bielinsky
0,Documentary,en,0,101.0,6.5,Dror Moreh
1500000,Drama,en,712294,111.0,6.5,Rebecca Miller
1500000,Comedy Romance,en,3566225,104.0,5.5,Maggie Carey
1500000,Action Crime Drama Thriller,en,418961,96.0,6.1,Roger Avary
1500000,Drama,en,416925,98.0,6.8,Henry Bean
0,Drama Romance,en,414404,106.0,6.5,David Gordon Green
0,Thriller Action Horror,en,0,93.0,3.0,Simeon Rice
1500000,Horror Mystery,en,373967,100.0,6.2,Brad Anderson
0,Comedy Romance,en,0,80.0,5.7,Jeff Garlin
0,Drama,en,330048,95.0,4.5,Qasim Basir
0,Comedy Horror,en,0,83.0,5.7,Adam Green
1,Drama Comedy,en,8500000,87.0,8.1,Charlie Chaplin
0,Drama Family Comedy,en,0,91.0,6.4,Pete Jones
1500000,Comedy Horror,en,173066,86.0,5.9,Bruce Campbell
1500000,Comedy,en,0,0.0,3.5,Mark Brown
1500000,Comedy,en,0,97.0,6.6,Adam Carolla
1500000,Drama Romance,en,0,108.0,6.0,Ira Sachs
1200000,Drama History War,en,0,128.0,6.0,John Sayles
1500000,Horror Mystery Science Fiction,en,32000,93.0,6.6,Bruce McDonald
2000000,Drama,en,0,90.0,6.8,James Mottern
1500000,Horror Thriller,en,1165882,101.0,5.1,Rob Zombie
0,Horror Comedy Thriller,en,0,109.0,6.5,Gerard Johnstone
0,Documentary,en,0,98.0,6.9,Robert Greenwald
1,Comedy Drama Fantasy Romance Science Fiction,en,0,87.0,6.8,David Ray
0,Drama Comedy,en,0,98.0,6.0,David Rodriguez
9000000,Comedy Drama,en,0,112.0,6.4,Nae Caranfil
0,Science Fiction,en,1500000,85.0,2.6,David Winning
0,Comedy Family Drama,en,0,102.0,7.4,Frank Lotito
0,Thriller Action Crime,en,0,102.0,4.2,Timothy Woodward Jr.
1500000,Drama Mystery Horror Thriller,de,0,90.0,3.3,Tara Subkoff
0,Action Horror Thriller,en,0,93.0,7.5,Russell Friedenberg
1488423,Fantasy Animation Family,en,184925486,83.0,6.9,David Hand
1400000,Drama Foreign,es,0,106.0,6.8,Lucrecia Martel
1455000,Western,en,2620000,113.0,5.4,Edward Dmytryk
1,Adventure Comedy Horror,en,0,94.0,5.9,Zak Penn
2000000,Drama,en,0,101.0,5.3,Alex Ranarivelo
3150000,Horror Thriller,en,0,100.0,5.2,Jon Knautz
0,Drama Crime Thriller,fr,0,75.0,6.2,Mathieu Amalric
0,Thriller Horror,en,0,91.0,0.0,David Worth
1377800,Family Adventure Comedy Science Fiction Crime,en,0,105.0,6.1,Leslie H. Martinson
1350000,Comedy Crime,en,3897569,105.0,7.5,Guy Ritchie
0,Western,en,0,104.0,0.0,Robert M. Young
1300000,Drama,da,0,105.0,7.7,Thomas Vinterberg
0,Comedy Drama,en,0,95.0,6.7,Steve Buscemi
1300000,Drama,vi,639000,135.0,5.0,Ham Tran
0,Drama,en,619042,105.0,6.5,Rich Cowan
0,Horror Comedy,en,1632,79.0,6.1,Boris Rodriguez
0,Drama Action,ky,0,135.0,0.0,Sadyk Sher-Niyaz
0,Science Fiction,en,0,88.0,2.8,Paul Donovan
1000000,Action Comedy,en,0,85.0,5.9,Jonathan Kesselman
0,Comedy Romance,en,0,122.0,2.3,Arjun Sablok
0,Comedy,en,0,82.0,3.2,Craig Moss
0,Drama Horror Romance,en,0,103.0,5.0,Tyler Oliver
1288000,Drama Mystery,en,6000000,130.0,7.7,Alfred Hitchcock
1250000,Horror Thriller,en,21722776,87.0,6.0,Steve Miner
1250000,Drama,en,11000000,101.0,7.4,Billy Wilder
1250000,Horror Science Fiction,en,3412497,88.0,5.3,Douglas Cheek
0,Drama,en,0,100.0,5.9,Michael D. Olmos
15000000,Adventure Animation Comedy Family,en,0,87.0,5.8,Deryck Broom
1250000,Crime Drama Thriller,en,8500000,92.0,6.7,Henry Hathaway
1250000,Drama,en,6000000,118.0,6.8,John Ford
0,Thriller Comedy Romance,en,0,123.0,4.1,Spike Lee
1200000,Drama,en,0,100.0,6.7,Steven Soderbergh
1200000,Horror Mystery Crime,en,103911669,103.0,7.2,James Wan
3000000,Comedy Crime Mystery,en,18492362,100.0,6.6,Jay Chandrasekhar
1300000,Comedy Drama,es,0,87.0,5.7,Claudia Sainte-Luce
0,Comedy Drama Romance,hi,0,114.0,6.8,Mira Nair
0,Drama Romance,en,0,111.0,6.8,Kenneth Lonergan
1200000,Comedy Mystery Thriller,en,7000000,99.0,6.9,Alfred Hitchcock
0,Comedy,en,0,85.0,6.5,Jamie Babbit
1200000,Drama,en,2861020,114.0,6.3,David Boyd
1200000,Crime Thriller,en,14661007,99.0,8.0,Quentin Tarantino
0,Drama Family Fantasy,en,0,88.0,6.4,Walter Lang
1200000,Western,it,6000000,161.0,8.1,Sergio Leone
0,Drama,pt,0,110.0,7.8,Anna Muylaert
1250000,Drama Comedy,en,0,106.0,5.8,Steve Taylor
900000,Documentary,en,25000,97.0,6.8,L\u00e9a Pool
1200000,Comedy,en,0,85.0,0.0,James David Pasternak
1344000,Drama Romance,fr,0,103.0,4.1,Laurent Bouhnik
0,Drama Comedy,en,0,98.0,0.0,Tom Sanchez
0,Crime Comedy Drama Adventure,en,0,88.0,6.0,David Caffrey
0,Comedy,en,0,88.0,3.9,Adam Jay Epstein
1200000,Action Adventure Drama War,en,2736000,115.0,6.8,Michael Curtiz
0,Thriller Horror,en,0,0.0,4.4,Justin Thomas Ostensen
2600000,Action Adventure Comedy,en,2850263,91.0,6.1,Rob Bowman
1200000,Action Adventure,en,0,97.0,6.7,Ossie Davis
0,Horror,en,0,91.0,4.2,Jay Alaimo
0,Horror,en,0,0.0,2.0,Dylan Bank
3000000,Comedy,en,18637690,94.0,6.2,Rob McKittrick
0,Drama Thriller Crime,en,0,90.0,7.2,Shane Meadows
1100000,Comedy Horror,en,1400000,99.0,6.8,Jeff Burr
1596010,Horror,en,0,75.0,6.9,Guy Maddin
0,Drama,en,0,97.0,6.0,Regardt van den Bergh
1100000,Fantasy Science Fiction Horror,en,0,110.0,5.7,Panos Cosmatos
1100000,Action Thriller Crime,id,4105187,101.0,7.3,Gareth Evans
0,Horror Science Fiction Action,en,0,90.0,3.1,Matthew R. Anderson
0,Horror Documentary Mystery,en,0,0.0,4.4,Joe Marino
878000,Drama Romance,en,10462500,102.0,7.9,Michael Curtiz
0,Horror Thriller,en,0,84.0,6.1,Joel Anderson
1250000,Drama Comedy Romance,hi,0,156.0,7.0,Shimit Amin
1000000,Adventure Drama Science Fiction,en,0,89.0,6.3,Douglas Trumbull
1000000,Drama,en,117235147,119.0,7.5,John G. Avildsen
0,Drama,en,0,92.0,4.1,Mona Lerche
1000000,Adventure Comedy History Romance,en,37600000,128.0,6.1,Tony Richardson
1000000,Horror Thriller,en,62882090,82.0,5.5,Levan Gabriadze
1300000,Crime Drama,en,28262574,114.0,8.0,Martin Scorsese
1000000,Drama Horror,en,17985893,91.0,6.4,Joe Dante
950000,Adventure Action Thriller,en,59600000,110.0,6.9,Terence Young
0,Horror Thriller,en,18112929,88.0,4.9,Bradley Parker
1000000,Horror,en,14564027,94.0,6.9,Clive Barker
5000000,Drama,en,23507567,121.0,5.7,Harold Cronk
1000000,Horror Thriller,en,10047674,90.0,5.6,Jeff Wadlow
1000000,Adventure Horror Action Science Fiction,ja,10037390,107.0,5.9,Takao Okawara
3500000,Drama Romance,en,16566240,112.0,6.9,Derek Cianfrance
1000000,Drama,en,13350369,103.0,6.9,Duncan Tucker
1000000,Thriller Horror,en,101758490,83.0,4.6,William Brent Bell
2090000,Comedy Drama Thriller,en,40000000,109.0,6.6,Russ Meyer
1000000,Drama Action Western Music Romance,en,9000000,89.0,5.5,Robert D. Webb
1000000,Documentary,en,46243000,100.0,6.7,Davis Guggenheim
1000000,Action Drama History War,en,7800000,100.0,6.2,Allan Dwan
0,Documentary Music,en,0,122.0,7.2,Martin Scorsese
5000000,Action Adventure Horror Thriller,en,6833445,100.0,5.0,Eli Roth
0,Drama Romance Family,en,0,109.0,7.5,Andrew Steggall
1000000,Drama Romance Comedy,en,9138338,98.0,6.6,Ben Lewin
0,Documentary,en,0,94.0,7.4,Robert Kenner
0,Drama,en,5355847,107.0,6.8,Andrew Erwin
0,Comedy Drama Romance,en,0,96.0,6.0,Brad Anderson
0,Drama,en,5284309,90.0,6.7,Craig Johnson
0,Drama Thriller,en,3538446,101.0,6.7,Sean Durkin
0,Comedy Romance,en,3123963,83.0,6.7,Gillian Robespierre
0,Drama,en,0,97.0,6.7,Courtney Hunt
1000000,Documentary Music,en,0,89.0,7.4,Morgan Neville
1000000,Drama Romance,en,2057193,84.0,5.4,James Toback
0,Comedy Drama Romance,en,0,86.0,6.6,Nicole Holofcener
1000000,Documentary,en,1678874,92.0,7.2,Chris Paine
1000000,Comedy Drama Romance,en,1744858,94.0,6.3,Greg Berlanti
1000000,Comedy Horror Thriller Mystery Fantasy,en,0,92.0,6.7,Don Coscarelli
1,Drama,en,0,100.0,6.7,Marc Levin
1000000,Crime Drama Mystery Thriller,en,852206,119.0,7.3,Richard Dutcher
1000000,Drama Foreign Romance,hi,623791,170.0,6.1,Khalid Mohammed
1000000,Comedy,en,0,94.0,6.2,Trey Parker
0,Drama Romance,en,0,108.0,5.9,David Gordon Green
1000000,Drama,en,464000,92.0,6.7,Karen Moncrieff
0,Drama,en,0,100.0,6.4,Gia Coppola
0,Crime Drama,he,0,120.0,6.8,Scandar Copti
0,Comedy Drama Fantasy Romance,en,0,88.0,6.7,Goran Dukic
0,Science Fiction Drama,en,336472,106.0,7.5,Mike Cahill
1000000,Comedy Drama Romance,en,0,79.0,5.6,Kyle Rankin
1000000,Documentary,id,444575,115.0,7.5,Joshua Oppenheimer
1000000,Documentary,en,274661,106.0,6.6,Alex Gibney
1000000,Documentary,en,0,97.0,4.7,Paul Crowder
0,Drama,en,0,120.0,2.8,Rohit Jagessar
1000000,Drama Adventure Documentary,en,0,92.0,7.2,Anthony Powell
650000,Documentary,en,0,93.0,6.4,Kief Davidson
1000000,Drama Action,en,0,114.0,4.7,Johnny Remo
0,Thriller,en,0,200.0,3.4,Vivek Agnihotri
0,Mystery Horror,en,0,95.0,6.0,Ti West
0,Comedy Thriller Crime,en,14870,93.0,6.2,Nick Tomnay
0,Comedy Crime,en,0,88.0,6.3,John Hamburg
1000000,Romance Drama Crime,en,0,104.0,5.2,Nickolas Perry
0,Comedy Drama,en,0,98.0,6.0,Dan Zukovic
0,Action Comedy,en,0,82.0,5.5,Craig Mazin
0,Comedy Romance,en,0,118.0,4.4,Becky Smith
1000000,Crime Drama Romance Thriller,en,10018,78.0,6.2,Eric Nicholas
1000000,Drama Science Fiction,en,0,97.0,5.4,Benjamin Dickinson
1000000,Drama Fantasy Science Fiction,en,7202,81.0,6.6,Hal Haberman
0,Drama Action Thriller,en,0,88.0,3.3,Brian Trenchard-Smith
0,Comedy Drama,en,0,96.0,8.0,Frank Whaley
1000000,Crime Drama,es,0,105.0,6.2,Amat Escalante
900000,Drama Romance,en,0,76.0,6.4,Katherine Brooks
1000000,Drama Comedy,en,0,96.0,4.9,David Cross
0,Action Crime Drama Thriller,en,0,99.0,5.4,Randall Rubin
0,Comedy Romance,en,0,84.0,3.5,Robert Bennett
0,Drama,en,0,94.0,6.1,Guy Hamilton
0,Drama,en,0,87.0,5.5,Mary Pat Kelly
0,Drama,en,0,93.0,6.1,Lori Petty
0,Horror,en,0,92.0,4.7,Kevin Hamedani
1000000,Horror Thriller,en,0,85.0,4.8,David DeCoteau
0,Romance Drama,es,0,96.0,7.6,Mikel Rueda
1000000,Comedy Drama Romance,de,0,90.0,5.7,Stefan C. Schaefer
0,Comedy Romance,en,0,85.0,5.0,Michael Taliferro
1000000,Western,en,0,84.0,3.2,David DeCoteau
0,Thriller Horror,en,0,83.0,4.9,Katie Aselton
0,Horror Thriller Mystery,en,0,95.0,5.7,Robert Heath
0,Drama Thriller,en,0,94.0,5.3,D. Stevens
1000000,Science Fiction Drama Music,en,0,90.0,6.6,Jeffrey St. Jules
1,Horror,en,0,95.0,4.0,Robert Hall
0,Comedy Action Science Fiction Thriller,en,0,93.0,3.5,Kevin King
0,Drama,en,0,90.0,4.1,Jonathan Meyers
950000,Drama Romance Science Fiction,en,814666,103.0,6.6,Ralph Nelson
950000,Horror Thriller,en,0,87.0,5.7,Blair Erickson
950000,Drama Mystery Thriller,en,0,100.0,5.5,Allison Burnett
0,Comedy Romance,en,0,90.0,5.0,Richard Schenkman
913000,Documentary,de,0,83.0,7.4,Sanjay Rawal
910000,Crime Drama,en,9600000,108.0,8.0,Elia Kazan
930000,Comedy,en,30905,100.0,5.3,Kat Coiro
852510,Drama,ro,1185783,113.0,7.3,Cristian Mungiu
0,Horror,en,0,0.0,5.0,Joseph Graham
950000,Drama Thriller,en,7022209,103.0,6.8,David Slade
900000,Drama Thriller,en,381420,96.0,6.1,Jamie Babbit
0,Drama,fa,0,107.0,7.4,Maryam Keshavarz
0,Drama,en,17385830,85.0,7.3,Ryan Coogler
0,Comedy Fantasy Thriller,en,0,100.0,5.8,Ramaa Mosley
858000,Animation Drama Family,en,267447150,70.0,6.8,David Hand
0,Comedy,en,0,88.0,6.5,Charles Herman-Wurmfeld
850000,Drama Comedy Romance,en,819939,107.0,6.7,C. Jay Cox
0,Drama,fr,0,78.0,0.0,Mariette Monpierre
1000000,Drama,en,0,90.0,5.0,Tommy Oliver
850000,Comedy,en,1243961,85.0,5.8,Jamie Travis
0,Comedy Drama Romance,en,3094813,91.0,6.4,Lee Toland Krieger
0,Comedy Drama Family Science Fiction,en,0,95.0,5.2,Rich Christiano
0,Crime Drama Thriller,en,0,85.0,6.5,Paul Andrew Williams
0,Action Comedy Science Fiction,en,0,86.0,5.0,Nick Love
0,Thriller Mystery,en,0,90.0,2.0,Natalie Bible'
800000,Drama,fa,0,123.0,7.7,Asghar Farhadi
0,Comedy Drama Thriller,en,0,93.0,7.0,Justin Molotnikov
0,Comedy Drama,en,0,88.0,6.9,Todd Solondz
800000,Drama Romance,en,1001437,114.0,5.6,Victor Nunez
800000,Drama Romance,en,2816116,88.0,7.8,Peter Sollett
0,Drama Thriller Romance,de,0,109.0,7.6,G.W. Pabst
0,Drama Foreign,en,0,83.0,7.8,Jorge Gaggero
0,Action Drama Mystery Thriller,en,0,101.0,6.1,Rod Lurie
800000,Drama,en,62852,94.0,7.3,Michael Burke
