budget,genres,original_language,revenue,runtime,vote_average,director
15000000,Horror,en,46770602,93.0,6.0,George A. Romero
0,Action,cn,0,107.0,5.8,Danny Pang
18500000,Adventure Drama Comedy,en,10680275,118.0,7.2,Terry Gilliam
18500000,Comedy Romance Fantasy,en,31912793,100.0,6.0,Ricky Gervais
18000000,Comedy,en,268157400,96.0,6.2,Nicholas Stoller
23000000,Romance Comedy Crime Fantasy,en,351583407,101.0,6.6,Chuck Russell
18000000,Fantasy Drama Comedy Romance Family,en,151668774,104.0,6.9,Penny Marshall
18000000,Comedy,en,261572744,82.0,6.5,Larry Charles
18000000,Comedy,en,141774679,96.0,6.1,Robert Luketic
18000000,Science Fiction Action Adventure Thriller,en,87000000,105.0,6.4,Leonard Nimoy
19000000,Crime Drama Horror Thriller,en,144216468,122.0,6.3,Scott Derrickson
17000000,Comedy,en,65535067,88.0,5.5,Mike Mitchell
16000000,Thriller Action Science Fiction,en,19682924,110.0,3.7,Vic Armstrong
0,Comedy Drama Romance,en,0,103.0,6.2,Thomas Bezucha
18000000,Comedy Drama,en,65070412,106.0,5.6,Kevin Rodney Sullivan
23000000,Drama Comedy Crime,en,76488889,91.0,6.5,Terry Zwigoff
16500000,Science Fiction Comedy Crime,en,67683989,94.0,6.5,Jay Roach
18000000,Romance Comedy Family,en,88923251,94.0,5.5,Kirk Jones
21000000,Family Comedy,en,72417394,99.0,6.3,David Bowers
18000000,Science Fiction Action Adventure Thriller,en,98235548,107.0,7.3,John McTiernan
18000000,Drama History Music,en,51973029,160.0,7.8,Milo\u0161 Forman
0,Crime Horror,en,14796236,88.0,4.8,Nelson McCormick
17000000,Comedy,en,129042871,97.0,6.9,Mark Waters
0,Comedy Drama Romance,en,0,113.0,6.4,Audrey Wells
19800000,Drama Mystery Thriller,en,87754044,137.0,6.8,Robert Altman
18000000,Comedy Drama Fantasy Romance,en,41382841,103.0,5.9,Francis Ford Coppola
18000000,Drama Comedy,en,103215094,119.0,7.4,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
18000000,Comedy Drama,en,99206215,98.0,7.0,Woody Allen
15000000,Drama History Crime Thriller Action,en,76286096,111.0,6.9,Paul Greengrass
18000000,Romance Music Family,en,62646763,94.0,6.0,Bille Woodruff
18000000,Action Comedy,en,0,81.0,4.9,Rick Friedberg
1000000,Horror,en,21378361,89.0,6.4,John Carpenter
18000000,Action Drama,en,47088990,106.0,6.9,Sean McNamara
18000000,War Comedy Drama,en,24911670,121.0,6.7,Mike Nichols
0,Comedy Crime Drama,en,24007324,86.0,5.6,Jody Hill
18000000,Adventure Fantasy Action,en,100000000,103.0,5.8,Richard Fleischer
18000000,Drama,en,23000000,129.0,7.7,Martin Scorsese
18000000,Drama Romance,en,36133014,109.0,5.6,Brandon Camp
18000000,Action Adventure Crime Drama Family,en,0,109.0,6.7,Barry Levinson
0,Music Comedy Drama Romance,en,0,107.0,5.5,Kevin Tancharoen
18000000,Adventure Drama Thriller,en,35692920,94.0,7.0,Danny Boyle
0,Action Comedy Crime,en,0,94.0,6.4,Woody Allen
18000000,Drama Music,en,17200925,115.0,6.8,Nicholas Hytner
17000000,Comedy Family,en,24000000,107.0,5.4,Jessie Nelson
18000000,Family Action Adventure,en,16702864,92.0,4.9,Bart Freundlich
18000000,Drama,en,0,125.0,7.2,Irwin Winkler
30000000,Drama History,en,34441873,122.0,6.8,Danny Boyle
18000000,Comedy Romance,en,0,102.0,5.1,Chris Columbus
18000000,Drama Comedy Romance,en,0,87.0,5.9,Miguel Arteta
18000000,Action Adventure Romance Western,en,2945600,98.0,3.7,William A. Fraker
21000000,Drama Thriller,en,28008462,109.0,6.2,John Boorman
18000000,Drama Mystery Thriller,en,12000000,108.0,7.3,Brian De Palma
18000000,Action Crime,en,10501938,90.0,4.9,Courtney Solomon
18000000,Drama,en,8038061,112.0,6.9,Ang Lee
18000000,Comedy Drama Romance,en,25312387,94.0,5.7,Rob Reiner
0,Adventure Comedy Family,en,0,105.0,5.6,Jeff Kanew
0,Comedy Drama Romance,en,0,104.0,6.4,Istv\u00e1n Szab\u00f3
17000000,Drama Romance,en,6735922,117.0,5.8,Adrian Lyne
18000000,Fantasy,en,14110013,108.0,6.5,Matthew Robbins
0,Drama Romance,en,0,112.0,6.7,Michael Hoffman
18000000,Comedy Drama History,en,5887457,127.0,7.3,Tim Burton
18000000,Drama,en,20275812,111.0,6.7,Jason Reitman
18000000,History,ru,26527510,120.0,6.5,Sergei Bodrov
18000000,Action Crime Thriller,en,25739015,114.0,6.9,Guy Ritchie
0,Adventure Action Science Fiction,en,0,99.0,3.5,Hal Needham
0,Drama,en,0,242.0,7.3,Kenneth Branagh
25000000,Drama Romance,en,20719451,117.0,6.8,Bruce Beresford
18000000,Adventure Drama Science Fiction,en,6212282,112.0,6.2,Jeff Nichols
0,Comedy Romance,en,0,108.0,6.2,Woody Allen
18000000,Drama History,en,22309223,116.0,6.7,Jonathan Teplitzky
15238800,Crime Drama Mystery,de,0,144.0,7.2,Michael Haneke
0,Horror,en,0,90.0,5.3,Zack Ward
2700000,Romance Science Fiction Horror Action Crime,en,3500000,93.0,5.9,Mike Marvin
18000000,Drama Mystery Thriller,en,676698,103.0,7.0,D.J. Caruso
18000000,Music,en,7972967,93.0,6.7,Nimr\u00f3d Antal
18000000,Drama,en,382174,98.0,4.4,Gregor Jordan
18000000,Crime Drama Thriller History,en,871279,338.0,6.7,Olivier Assayas
18000000,Thriller Drama,en,0,114.0,5.6,Tran Anh Hung
0,Western Action Drama History,en,0,121.0,9.3,Lance Hool
3500000,Horror Science Fiction,en,34000000,96.0,6.9,George A. Romero
18000000,Action Crime Drama Thriller,en,0,92.0,4.5,Chuck Russell
18000000,Action Animation Science Fiction,fr,1831348,105.0,6.7,Christian Volckman
17900000,Adventure Fantasy Action,en,6948633,89.0,5.0,Richard Fleischer
14000000,Thriller,en,13551174,119.0,6.0,Rodrigo Cort\u00e9s
20000000,Comedy,en,121463226,113.0,7.0,Greg Mottola
0,Comedy Crime Drama,en,90508336,103.0,6.4,Tyler Perry
18000000,Horror Action,en,0,90.0,5.7,David Hayter
23000000,Music Drama Romance,en,150816700,98.0,6.5,Jon M. Chu
15000000,Animation Comedy Family,en,51053787,80.0,5.9,Cory Edwards
17500000,Drama History War,en,38000000,121.0,7.5,Terry George
24000000,Action Crime Drama Thriller,en,99965753,89.0,5.9,Xavier Gens
17500000,Drama Music,en,7018189,93.0,5.8,Kasi Lemmons
18000000,Thriller Action,en,266586800,93.0,4.6,Brian A Miller
0,Thriller,en,0,116.0,5.4,Matt Dillon
0,Horror Drama Mystery Thriller,en,0,101.0,7.4,Alejandro Amen\u00e1bar
18500000,Horror Action Thriller Science Fiction,en,183316455,137.0,7.7,James Cameron
17000000,Drama Family Music Romance,en,72070731,170.0,7.4,George Cukor
17000000,Horror Thriller Mystery,en,125586134,100.0,5.6,Jim Gillespie
17000000,Comedy,en,136621271,104.0,6.4,Luke Greenfield
16000000,Comedy Drama Romance,en,109502303,126.0,6.9,Alexander Payne
17500000,Comedy,en,19179969,110.0,5.8,Jay Chandrasekhar
300000,Horror Thriller,en,70000000,91.0,7.4,John Carpenter
17000000,Comedy Family Science Fiction,en,0,87.0,4.7,John Robert Hoffman
17000000,Comedy,en,71625195,123.0,6.7,Malcolm D. Lee
17000000,Action Comedy Crime Thriller,en,57103895,109.0,6.4,Joe Carnahan
20000000,Horror Crime,en,136150434,90.0,5.8,Kevin Greutert
17000000,Comedy Romance,en,0,94.0,5.2,Michael Lehmann
17000000,Comedy,en,30331165,81.0,5.9,John Fortenberry
17000000,Drama Fantasy Romance,en,43165571,86.0,6.0,Daniel Barnz
15000000,Horror Thriller,en,69623713,107.0,6.1,Alexandre Aja
0,Comedy,en,0,98.0,5.1,Sam Weisman
0,Drama,en,45710059,128.0,7.4,Niki Caro
0,Comedy,en,0,99.0,5.6,Erik White
20000000,Drama,en,21170563,105.0,6.0,Christian Robinson
17000000,Comedy Music Romance,en,115350426,112.0,7.3,Jason Moore
34000000,Drama Comedy Romance,en,19693891,108.0,4.8,Mike Tollin
0,Drama Crime Thriller,en,0,121.0,6.9,Sam Raimi
17000000,Horror Thriller,en,0,89.0,4.6,Robert Harmon
0,Comedy,en,0,89.0,3.3,Trent Cooper
0,Family,en,0,73.0,6.3,Gary Halvorson
17000000,Crime Drama Thriller,en,29536299,133.0,6.2,Antoine Fuqua
17000000,Action Drama History,en,10000000,154.0,6.3,Nicholas Ray
17000000,Horror,en,97542952,91.0,6.4,Fede Alvarez
17000000,Comedy Romance,en,20455276,95.0,5.6,Donald Petrie
17000000,Comedy Drama Family,en,7314027,107.0,4.9,Paul Weitz
17000000,Action Adventure Science Fiction,en,19300000,90.0,4.1,Sidney J. Furie
0,Drama,en,0,94.0,3.0,Ian Iqbal Rashid
17000000,Action Crime Drama Thriller,en,9500000,122.0,7.0,Wayne Kramer
0,Drama,en,0,120.0,5.5,Rowdy Herrington
17000000,Adventure,en,0,97.0,2.9,Jim Goddard
40000000,Fantasy Drama Thriller Romance,en,86915017,110.0,7.1,Neil Burger
17000000,Adventure Thriller,en,2000000,102.0,5.6,Noel Marshall
17000000,Drama Crime Thriller,en,1569918,98.0,6.8,Joel Schumacher
17000000,Thriller Romance,en,3758328,120.0,6.1,Andrea Di Stefano
17000000,Action Adventure Comedy Drama Science Fiction,en,374743,144.0,5.2,Richard Kelly
15000000,Animation Family,fr,0,80.0,6.5,Guillaume Ivernel
17000000,Action Adventure Science Fiction,en,8720000,91.0,5.0,Jack Smight
17000000,Horror Thriller,en,9627492,82.0,4.5,Todd Lincoln 
16500000,Comedy Drama Family,en,0,102.0,7.0,Howard Zieff
16800000,Drama Mystery Romance,en,2281089,122.0,5.8,Steven Shainberg
15000000,Crime Drama,en,43848069,126.0,7.0,Oliver Stone
16500000,Drama Romance,en,135000000,136.0,7.2,Ang Lee
16500000,Drama Romance,en,37311672,120.0,6.9,Julian Jarrold
16500000,Comedy,en,13620075,108.0,6.0,Joe Nussbaum
16500000,Drama,en,16942795,126.0,7.0,Vadim Perelman
16400000,Drama,en,235860116,129.0,8.1,Peter Weir
16000000,Comedy,en,247275374,107.0,6.5,Bobby Farrelly
16000000,Comedy Romance Drama,en,92823546,96.0,7.3,Rob Reiner
16000000,Drama,en,53977250,129.0,7.4,Sidney Lumet
16000000,Comedy Adventure,en,119754278,93.0,5.9,Todd Phillips
0,Comedy Drama Romance,en,0,106.0,6.0,Brian Robbins
15000000,Drama Comedy Romance,en,133432856,100.0,7.3,Michel Hazanavicius
16000000,Horror Thriller Mystery,en,76514050,87.0,4.8,David S. Goyer
16000000,Comedy Drama Romance,en,68263166,94.0,7.6,Wes Anderson
16000000,Horror,en,0,91.0,5.9,Jonathan Liebesman
18500000,Drama,en,6490401,120.0,6.4,Cyrus Nowrasteh
0,Comedy Family,en,0,80.0,3.7,Perry Andelin Blake
19000000,Fantasy Drama War,es,83258226,118.0,7.6,Guillermo del Toro
0,Action Comedy Family,en,0,94.0,4.8,John Whitesell
16000000,Crime Drama Romance,en,29381649,130.0,7.4,John Singleton
16000000,Thriller Drama Horror,en,40492759,91.0,5.3,Christian E. Christiansen
17700000,Mystery Adventure Comedy Romance Drama,en,30987695,91.0,5.5,Dennie Gordon
15000000,Thriller Action Crime Drama,en,30102717,110.0,5.3,Sheldon Lettich
12000000,Crime Action Comedy,en,80573774,121.0,7.4,Edgar Wright
16000000,Comedy Drama Romance,en,50007546,114.0,4.6,Diane English
15000000,Drama Romance,en,96408652,96.0,6.7,Woody Allen
25000000,Action Adventure Drama Romance,sv,0,139.0,6.4,Peter Flinth
16000000,Comedy Drama Romance,en,20627372,94.0,5.4,Robert Iscove
0,Drama,en,0,109.0,7.2,Peter Kosminsky
16000000,Comedy Horror,en,31556061,100.0,5.3,Karyn Kusama
16000000,Comedy Crime Mystery,en,15427192,96.0,5.4,Nick Gomez
16000000,Comedy Drama,en,0,90.0,7.0,Woody Allen
20000000,Drama Romance,en,0,113.0,6.9,Allen Coulter
0,Drama Comedy Romance,en,0,99.0,5.7,Clare Kilner
20000000,Comedy Science Fiction,en,13854000,108.0,5.3,Richard Benjamin
26000000,Drama,en,206678440,125.0,7.6,Jonathan Demme
16000000,Thriller Science Fiction Mystery,en,18564088,100.0,6.8,Josef Rusnak
16000000,Comedy Drama,en,12,97.0,4.6,Lance Rivera
0,Action Science Fiction Thriller,en,0,107.0,5.1,Ronald Neame
0,Comedy Drama Music,en,0,112.0,5.5,Bruce Paltrow
16000000,Comedy Drama,en,0,112.0,6.4,Woody Allen
6500000,Comedy Music,en,4217115,95.0,6.7,Adam Rifkin
16000000,Adventure Action Fantasy,en,5900000,116.0,6.8,Russell Mulcahy
16000000,Drama,en,2849142,113.0,6.7,Susanne Bier
16000000,Science Fiction Action Adventure,en,1686429,97.0,4.3,Kenneth Johnson
16000000,Drama Romance,en,5867686,117.0,6.2,James Gray
0,Drama History Family Romance,en,0,135.0,6.9,James Ivory
20000000,Thriller Crime Drama Mystery,en,24261569,101.0,6.5,Danny Boyle
16000000,Romance Comedy,en,14822346,86.0,4.7,Jessy Terrero
11000000,Comedy,fr,53191886,106.0,6.8,Dany Boon
0,Drama,en,0,96.0,6.3,Vicente Amorim
13000000,Fantasy Drama,en,754249,161.0,7.2,Gaspar No\u00e9
16000000,Comedy Romance Horror,en,0,93.0,4.8,Amy Heckerling
16000000,Drama Family,en,47801389,93.0,7.7,Lasse Hallstr\u00f6m
16000000,Crime Drama Thriller,en,0,110.0,6.7,J\u00e9r\u00f4me Salle
16000000,Western Drama,en,3442853,122.0,6.4,Tommy Lee Jones
15600000,Comedy Drama,en,0,91.0,4.2,Jesse Vaughan
0,War Drama,en,0,115.0,5.7,Atom Egoyan
0,Action Adventure Drama,en,0,99.0,5.3,William Bindley
15500000,Mystery Crime Drama Thriller,en,1237615,93.0,5.5,Wayne Beach
15300000,Drama Action Comedy,fr,0,94.0,6.2,G\u00e9rard Krawczyk
15500000,Comedy Horror Science Fiction,en,0,95.0,6.3,James Gunn
15000000,Action Comedy Crime,en,316360478,105.0,6.8,Martin Brest
18000000,Comedy Family,en,476684675,103.0,7.1,Chris Columbus
0,Family Comedy Drama,es,0,102.0,5.8,Leonard Nimoy
21000000,Comedy Romance,en,177200000,116.0,6.9,Sydney Pollack
15000000,Action Romance War,en,356830601,110.0,6.7,Tony Scott
17000000,Adventure Drama Action Romance,zh,213525736,120.0,7.2,Ang Lee
15000000,Drama,en,356296601,122.0,7.9,Sam Mendes
15000000,Drama History,en,414211549,118.0,7.6,Tom Hooper
15000000,Comedy,en,216614388,107.0,5.7,Ivan Reitman
15000000,Drama Romance,en,317000,102.0,6.4,Udayan Prasad
15000000,Drama,en,146292009,154.0,7.7,Steven Spielberg
16000000,Action Adventure Drama Thriller,ko,11301649,120.0,6.5,Yoon Je-kyoon
14000000,History Drama Thriller War,en,233555708,113.0,8.0,Morten Tyldum
0,Comedy,en,0,109.0,6.0,Howard Zieff
15000000,Drama Music,en,67182787,125.0,7.2,Michael Apted
15000000,Comedy Family,en,75700498,92.0,5.9,Thor Freudenthal
15000000,Horror,en,146497771,100.0,6.0,Andy Muschietti
15000000,Comedy Adventure Romance,en,61399552,98.0,7.1,Harold Ramis
15000000,Comedy,en,151831537,92.0,6.0,Jeff Tremaine
15000000,Drama,en,123384128,103.0,6.8,Stephen Frears
15000000,Fantasy Comedy,en,73326666,92.0,7.1,Tim Burton
15000000,Comedy Drama,en,55184721,113.0,6.1,Tyler Perry
18000000,Drama Romance,en,0,115.0,7.0,Gillian Armstrong
17000000,Drama Horror Thriller,en,127730736,95.0,6.1,James Watkins
15000000,Horror Thriller,en,66966987,87.0,5.4,Simon West
15000000,Comedy Family,en,52970014,88.0,5.6,Shawn Levy
15000000,Drama War,en,50000000,183.0,7.8,Michael Cimino
15000000,Comedy Drama,en,64256513,97.0,6.7,Barry Levinson
17000000,Family Comedy,en,55534455,94.0,5.7,Jim Fall
35000000,Thriller Drama,en,42930462,112.0,5.8,Ric Roman Waugh
15000000,Horror Comedy Fantasy,en,61548707,98.0,5.9,Michael Dougherty
15000000,Horror Mystery Science Fiction,en,40283321,104.0,6.2,Robert Rodriguez
0,Drama Music,en,0,118.0,6.9,Brian Gibson
15000000,Action Crime Drama,en,44862187,104.0,6.6,James Mangold
16000000,Comedy,en,66468332,89.0,5.5,Joel Gallen
7000000,Crime Drama Thriller,en,48126384,109.0,7.2,David Ayer
15000000,Crime Drama Thriller,en,35007180,106.0,5.8,Rob Cohen
15000000,Drama Romance,en,123726688,123.0,7.8,James Marsh
0,Comedy Crime,en,0,86.0,4.7,John Whitesell
15000000,Comedy Drama Romance,en,33771174,120.0,6.9,Matt Williams
15000000,Adventure Drama History War,en,69995385,216.0,7.8,David Lean
15000000,Horror,en,39421467,105.0,5.1,Rob Zombie
15000000,Drama,en,52501541,115.0,7.0,Jean-Marc Vall\u00e9e
15000000,Crime Thriller Horror Drama,en,32721635,110.0,6.2,Dennis Iliadis
15000000,Comedy Romance,en,47175038,88.0,6.2,Clare Kilner
13000000,Horror Thriller,en,37664855,94.0,4.5,Rick Rosenthal
16000000,Adventure Family Fantasy Comedy Romance,en,30857814,98.0,7.6,Rob Reiner
15000000,Drama,en,30226144,126.0,6.9,Denzel Washington
15000000,Drama Action Thriller Crime,en,78054825,100.0,7.4,Nicolas Winding Refn
15000000,Comedy,en,29331068,89.0,5.1,Sara Sugarman
15000000,Comedy Drama Romance,en,46905889,111.0,5.6,Nicholas Hytner
15000000,Horror Thriller Science Fiction,en,64238440,100.0,6.5,Juan Carlos Fresnadillo
15000000,Drama,en,30127963,115.0,6.3,Thomas Carter
14000000,Comedy Drama Family,en,32645546,106.0,6.1,Wayne Wang
20000000,Action Comedy Drama Romance,en,27728118,124.0,7.4,Gina Prince-Bythewood
0,Action Comedy Thriller Romance,en,28084357,107.0,6.9,George Armitage
15000000,Comedy,en,40105542,99.0,4.7,Phil Traill
0,Mystery Thriller Horror,en,0,90.0,4.3,Joe Berlinger
15000000,Drama Fantasy Horror Thriller,en,24769466,101.0,6.3,Andrew Fleming
15000000,Drama Thriller Crime Romance,en,85306374,124.0,7.3,Woody Allen
0,Comedy Family,en,0,103.0,6.1,Elizabeth Allen Rosenbaum
11500000,Drama Romance,en,23237911,134.0,7.5,James Ivory
15000000,Drama,en,43101594,155.0,7.5,Paul Thomas Anderson
0,Action Adventure Drama Thriller,en,0,94.0,5.5,Robert Harmon
15000000,Drama,en,21000000,95.0,6.1,Michael Mayer
15000000,Horror Thriller,en,0,89.0,5.2,Martin Weisz
14000000,Horror,en,38574362,97.0,4.4,John Ottman
0,Fantasy Drama Science Fiction Romance Family,en,0,90.0,6.4,Jay Russell
20000000,Action Adventure Drama Thriller,en,22165608,92.0,5.0,John Bonito
15000000,Action Comedy,en,20566327,94.0,6.0,Peter Atencio
15000000,Drama Romance,en,20529194,117.0,5.9,Shana Feste
15000000,Mystery Horror Science Fiction,en,17507368,84.0,5.5,David Nutter
15000000,Drama Crime,en,35485608,140.0,6.8,Derek Cianfrance
15000000,Crime Action Thriller,en,32556119,108.0,6.0,Roger Donaldson
15000000,Drama Mystery Thriller,en,0,109.0,5.3,Stephan Elliott
15000000,Drama Thriller War,en,42000000,131.0,7.2,Kathryn Bigelow
15000000,Fantasy Drama Horror Action Thriller,en,17080167,114.0,5.9,Mark L. Lester
15000000,Crime Thriller,en,37930465,97.0,5.8,Andrew Dominik
15000000,Thriller,en,31554855,121.0,6.5,Anton Corbijn
0,Comedy,en,0,87.0,4.6,Tom Green
0,Adventure Animation Comedy Science Fiction Family,en,0,85.0,5.9,Mike Nawrocki
15000000,Music Documentary,en,22730842,85.0,6.7,Mark Pellington
25000000,Action Fantasy Science Fiction,en,15843608,87.0,4.4,Douglas Aarniokoski
0,Crime Drama Music,en,0,121.0,5.1,Bryan Barber
15000000,Drama Romance,en,59389433,107.0,7.0,Lone Scherfig
15000000,Drama,en,16633035,111.0,6.7,Drew Barrymore
15000000,Crime Thriller,en,12000000,92.0,5.9,Brian Koppelman
0,Action Comedy Thriller Crime,en,0,97.0,6.4,James Foley
0,Fantasy Comedy,en,0,97.0,5.3,Albert Brooks
20000000,Drama Music,en,0,125.0,6.3,Irwin Winkler
15000000,Comedy Drama Romance,en,0,124.0,6.2,Francis Ford Coppola
0,Family,en,0,76.0,2.9,Steve Gomer
15000000,Action,en,15608545,96.0,5.2,RZA
15000000,Drama Comedy Romance,en,10443316,93.0,4.8,Dean Parisot
0,Romance,en,0,96.0,5.4,Mark Piznarski
15000000,Comedy Science Fiction,en,0,132.0,7.5,Terry Gilliam
15000000,Music Drama Romance,en,14867514,103.0,6.0,Sean McNamara
15000000,Comedy Crime,en,46189568,117.0,7.8,Joel Coen
15000000,Drama,en,10903846,116.0,6.6,Craig Brewer
15000000,Action Crime Drama Thriller,en,9237470,118.0,6.5,Ron Shelton
16000000,Drama Thriller,en,18928871,100.0,6.7,Michael Winterbottom
15000000,Drama Comedy Romance,en,9902115,94.0,5.0,David Raynr
20000000,Comedy,en,8586376,94.0,4.7,Mort Nathan
0,Comedy Drama History Romance,en,0,97.0,6.7,Oliver Parker
0,Comedy Drama Fantasy Romance,en,0,98.0,4.7,Dan Curtis
0,Drama Family,en,0,91.0,5.5,Wil Shriner
15000000,Comedy Drama Crime,en,34533783,107.0,7.4,Martin McDonagh
15,Comedy,en,0,95.0,5.6,Tina Gordon Chism
15000000,Comedy Music,en,8762890,102.0,5.6,Peter Cattaneo
15000000,Comedy,en,6405245,89.0,5.0,Vicky Jenson
15000000,Drama,en,8138788,106.0,6.0,Gus Van Sant
15000000,Comedy Romance,en,35097815,92.0,6.8,Woody Allen
15000000,Thriller,en,5217498,105.0,4.7,Mary Lambert
15000000,Adventure Crime Drama Mystery Western,en,12036149,121.0,7.0,Tommy Lee Jones
0,Comedy Drama History,en,0,120.0,6.0,Peter Kassovitz
15000000,Action Comedy Crime Mystery,en,15785148,103.0,7.2,Shane Black
25000000,Thriller Comedy Horror,en,4152230,92.0,6.1,Rodman Flender
15000000,Thriller Drama Mystery,en,20117339,147.0,7.6,David Lynch
0,Drama Fantasy Horror Romance,en,0,98.0,5.4,Katja von Garnier
22000000,Comedy Drama Romance,en,0,98.0,5.8,Woody Allen
15000000,Drama Romance Science Fiction,en,9455232,104.0,6.8,Mark Romanek
0,Drama,en,0,276.0,7.0,Mikael Salomon
15000000,Thriller Crime Mystery,en,5926410,111.0,6.5,Brad Anderson
15000000,Adventure Drama,en,0,98.0,4.8,Michael Chapman
0,Comedy Drama,en,0,111.0,6.5,Antonio Banderas
15000000,Horror Thriller Crime,en,7938872,112.0,6.3,Michael Haneke
0,Drama Thriller Science Fiction,en,0,100.0,5.5,Khalil Sullins
0,Drama,en,0,116.0,6.6,Atom Egoyan
92620000,Drama Science Fiction,de,650422,153.0,8.0,Fritz Lang
12000000,Action Thriller Science Fiction,fr,9584131,84.0,6.5,Pierre Morel
8000000,Drama Crime,en,529766,116.0,6.7,Gary Fleder
15000000,Action Drama History,zh,632542,105.0,6.6,Hou Hsiao-hsien
15000000,Drama Comedy War Crime Thriller,en,0,98.0,6.5,Gregor Jordan
0,Thriller Drama Mystery,ru,0,105.0,7.4,Andrey Zvyagintsev
8500000,Adventure Action Thriller,th,8936663,98.0,6.0,Tony Jaa
12000000,Adventure Action Drama,en,6814789,97.0,5.9,Neil Marshall
15000000,Drama Action Thriller,en,76382,93.0,5.0,Russell Mulcahy
15000000,Mystery Drama Crime Thriller Horror,en,3533227,98.0,6.0,Ry\u00fbhei Kitamura
15000000,Drama,en,0,107.0,5.2,Darrell James Roodt
15000000,Drama Thriller Crime,en,0,90.0,4.8,Dito Montiel
15000000,Action Comedy Drama History,en,23000,99.0,6.1,Stefan Ruzowitzky
15000000,Comedy Drama Romance Fantasy Music,en,20380,93.0,5.7,Jake Paltrow
0,Drama Fantasy,en,0,141.0,5.6,Juraj Jakubisko
20000000,Animation Adventure Family,en,27187375,85.0,5.8,Anthony Silverston
7000000,Thriller Science Fiction,en,0,110.0,5.6,Gabe Ib\u00e1\u00f1ez
0,Action Adventure Fantasy,en,0,105.0,4.8,Gerry Lively
15000000,Drama Action Thriller Crime,zh,0,119.0,6.7,Derek Yee Tung-Sing
0,Drama Foreign,en,0,124.0,4.5,Julien Temple
14600000,Romance Fantasy Drama Comedy,en,70906973,101.0,7.4,Harold Ramis
14800000,Comedy Drama Music,en,122513057,115.0,6.3,Gregory Jacobs
14500000,Drama Romance,en,147298761,120.0,6.7,Baz Luhrmann
10000000,Drama War,fr,17511906,111.0,7.2,Gilles Paquet-Brenner
14500000,Drama,en,0,98.0,5.8,Peter Cousens
14000000,Western,en,159157447,131.0,7.7,Clint Eastwood
14200000,Drama,da,674918,139.0,6.9,Lars von Trier
15000000,Drama Romance,en,377910544,120.0,7.6,Danny Boyle
14000000,Drama Romance Thriller,en,320145693,119.0,6.6,Adrian Lyne
14000000,Romance Comedy,en,463000000,119.0,7.0,Garry Marshall
0,Adventure Comedy,en,239606210,110.0,5.5,John Cornell
0,Thriller Mystery Drama Crime,en,0,101.0,5.0,Vidhu Vinod Chopra
14000000,Drama War,en,161001698,145.0,6.7,Oliver Stone
14000000,Comedy,en,154864401,98.0,6.8,Jon Turteltaub
15000000,Mystery Horror,en,100734718,101.0,5.3,Patrick Lussier
13000000,Drama Music,en,75511123,114.0,6.1,Sylvain White
14000000,Adventure Action Thriller,en,185438673,125.0,6.6,Lewis Gilbert
14000000,Horror Thriller,en,72527595,99.0,5.6,Jamie Blanks
0,Comedy Drama Romance,en,0,111.0,6.2,Tyler Perry
14000000,Action Adventure Drama Family,en,34793160,107.0,6.5,Randal Kleiser
0,Comedy Family,en,0,81.0,5.1,Bruce McCulloch
13000000,History Drama,en,114956699,105.0,6.2,Phyllida Lloyd
0,Action Adventure Animation Comedy Family,en,0,82.0,6.4,Phil Vischer
14000000,Drama Romance,en,27515786,109.0,6.9,John Singleton
14000000,Action Adventure Comedy,en,25482931,95.0,5.8,Kevin Bray
14000000,Comedy Horror Romance,en,19800000,100.0,4.5,Wes Craven
14000000,Horror Thriller Fantasy,en,30749142,118.0,4.5,John Boorman
0,Horror Thriller,en,0,83.0,5.3,Courtney Solomon
14000000,Comedy Romance,en,0,83.0,4.4,David Zucker
14000000,Thriller Mystery Adventure,en,22852638,98.0,6.2,David Twohy
14000000,Comedy,en,21409028,103.0,5.7,Rick Famuyiwa
0,Comedy,en,0,96.0,5.6,Alan Cohn
12000000,Comedy Drama War,en,21001563,117.0,5.8,Franco Zeffirelli
0,Horror Thriller,en,0,92.0,5.5,Tom Holland
0,Drama Music Romance,en,0,155.0,6.1,Martin Scorsese
0,Comedy Drama,en,0,115.0,6.7,Spike Lee
11000000,Comedy Romance,en,13196245,90.0,5.0,Chris Rock
11000000,Horror Science Fiction,en,16951798,91.0,4.5,James Isaac
0,History Drama,en,0,120.0,6.4,Emilio Estevez
14000000,Comedy Romance,en,10424470,86.0,5.3,Mark Waters
14000000,Comedy,en,11417362,87.0,5.5,Josh Schwartz
14000000,Drama,fr,19777647,112.0,7.4,Julian Schnabel
26000000,Romance Drama,en,14821658,136.0,6.9,Todd Field
14000000,Drama Mystery Thriller,en,5108820,90.0,5.5,Davis Guggenheim
14000000,Drama Romance,en,0,107.0,6.2,Tony Goldwyn
0,Action Drama Thriller,en,4291965,101.0,6.4,Phillip Noyce
0,Horror Mystery Thriller,en,0,84.0,4.4,Stephen Carpenter
14000000,Drama Romance,en,2474000,139.0,5.2,James Ivory
0,Comedy Romance,en,0,93.0,6.3,Stephan Elliott
0,Action Adventure Drama Romance,en,0,127.0,5.8,James Fargo
0,History Drama,en,5405500,150.0,6.3,Mike Leigh
