budget,original_language,popularity,revenue,runtime,vote_average,vote_count,director,critique_success
2000000,en,6.249262,0,101,6.6,132,Jonas \u00c5kerlund,1
4500000,en,3.108881,744816,97,6.3,30,Todd Solondz,1
0,ko,17.074843,23803308,115,7.4,356,Park Chan-wook,1
0,fr,0.774442,0,120,6.2,13,Ren\u00e9 F\u00e9ret,1
0,en,8.816995,0,99,6,157,Barry Skolnick,0
4500000,cn,8.48639,0,110,7,46,Johnnie To,1
0,en,5.223096,623528,98,6.6,73,Mateo Gil,1
0,sv,7.759215,0,109,7.7,139,Lukas Moodysson,1
4500000,en,14.570359,3606395,104,5.4,251,Agnieszka Wojtowicz-Vosloo,0
0,en,0.371337,0,134,5.3,2,Kabir Sadanand,0
3000000,en,127.525581,108981275,133,8.2,2919,Milo\u0161 Forman,1
4400000,en,3.898737,0,85,6.9,35,Peter DeLuise,1
0,en,7.315935,0,86,6.7,78,Mel Brooks,1
4500000,hi,2.551559,32000000,126,7.3,57,Raja Menon,1
0,en,8.772574,0,199,8.2,68,Kevin Sullivan,1
0,en,6.988357,0,103,5.5,71,Ernie Barbarash,0
3730500,en,6.938854,6294161,112,5.7,109,Nick Love,0
5000000,en,11.21273,0,89,7,217,Jonathan Glazer,1
0,sv,7.217328,0,124,6.5,63,Daniel Espinosa,1
8000000,en,12.439495,41400000,101,7.1,111,Niki Caro,1
3250000,en,2.126139,0,133,6.6,19,,1
0,de,10.142218,0,120,5.9,140,Ivan Engler,0
4200000,en,16.536374,0,98,6.1,1000,Kenny Ortega,1
0,en,0.933891,0,93,6.9,11,Richard Kwietniowski,1
4200000,ru,12.540624,32000000,114,6.3,210,Timur Bekmambetov,1
3705538,en,8.839651,62548947,112,6.9,176,Neil Jordan,1
4000000,en,12.891276,125728258,94,6.1,183,Bob Clark,1
4000000,en,10.789912,0,90,4.6,116,George A. Romero,0
114000,en,25.666029,30000000,96,7.5,580,George A. Romero,1
4000000,en,45.66662,119723856,102,7.3,1895,Sofia Coppola,1
4000000,en,35.892034,38251425,93,7.8,1010,Woody Allen,1
4000000,en,8.988455,36000000,152,6.6,50,Cecil B. DeMille,1
4000000,en,14.042041,44909486,111,6.5,250,Marc Forster,1
4000000,en,40.016306,187112,95,5.2,593,Henry Hobson,0
3600000,en,22.030517,49800000,112,7.1,360,Mike Figgis,1
4500000,en,2.503612,0,86,4.8,67,Duane Journey,0
4000000,en,4.117968,0,105,6.9,68,Billy Wilder,1
4000000,en,24.161735,52425855,91,4.1,1022,Rob Cohen,0
4000000,en,1.379354,14400000,105,6.4,22,Carol Reed,1
3500000,en,15.338211,34705850,106,6.5,506,Lisa Cholodenko,1
4000000,en,29.852608,13008928,94,7.1,550,John Carpenter,1
4000000,en,35.061467,11744471,172,7.8,717,John Sturges,1
0,en,7.288352,10000000,109,5.8,34,William Arntz,0
5000000,en,10.605752,15179302,88,4.4,203,Ed Gass-Donnelly,0
4000000,en,43.40352,44349000,164,7.5,1971,Richard Linklater,1
4000000,en,17.229537,31584901,96,6.4,420,Woody Allen,1
7000000,en,2.453459,10229331,93,5.3,26,DJ Pooh,0
6000000,en,1.433692,9000000,82,5.9,15,DJ Pooh,0
32000000,en,9.976428,0,101,6.7,89,Wayne Kramer,1
4000000,en,2.930058,8200000,124,6.8,72,John Huston,1
0,en,7.173059,0,91,5.5,57,Patrick Stettner,0
0,en,1.735462,0,82,4.8,10,James Melkonian,0
0,es,29.071955,44000000,105,7.1,633,Juan Antonio Bayona,1
0,en,18.428909,0,87,5.4,346,Michael Tiddes,0
4000000,en,11.387335,0,110,6.3,168,Roger Avary,1
4000000,en,5.975604,6000000,143,6.1,77,Alfred Hitchcock,1
4000000,en,4.59841,4630045,84,5.5,69,Bob Odenkirk,0
4000000,en,22.87623,4300000,98,6.5,530,Allison Anders,1
4000000,en,19.107285,9304609,104,6.7,376,Steven Shainberg,1
0,en,0.456485,0,96,3.3,8,Rick de Oliveira,0
4000000,en,4.541908,3468572,110,6.7,46,Oliver Stone,1
0,en,4.348416,0,84,7.3,63,Christopher Guest,1
0,en,3.347885,0,94,5.4,11,Jeff Franklin,0
4000000,en,6.091951,2426851,90,6.2,80,John Dahl,1
0,en,4.757625,1919197,96,6.1,67,Mike Mills,1
4000000,en,12.062371,1104682,88,5.9,316,Kevin Smith,0
4000000,en,7.758188,866999,101,6.6,102,Dave McKean,1
4000000,en,12.781973,0,102,8,167,Ron Fricke,1
0,en,1.631993,0,87,5.1,8,Ruggero Deodato,0
0,en,12.690224,1406224,83,6.5,415,Gavin Wiesen,1
0,en,8.516229,0,103,5.5,58,Mora Stephens,0
0,en,5.90259,0,99,6.5,25,Mars Callahan,1
4000000,en,2.866934,0,106,5.2,9,Mike Figgis,0
0,en,9.140936,641100,115,6.9,228,Leos Carax,1
4000000,en,22.987897,2365467,118,6.5,338,David Gordon Green,1
3000000,en,1.204941,302204,109,7,23,Stefan Schwartz,1
1300000,en,7.605291,354704,102,6.7,27,Renny Harlin,1
1500000,en,2.855963,0,95,6,26,Robert Lee King,0
0,en,0.502396,0,87,5.8,6,Kevin Allen,0
4000000,en,1.771584,0,119,8.1,18,Jorge Ram\u00edrez Su\u00e1rez,1
9500000,en,21.230737,120000,104,6.6,307,David Schwimmer,1
0,en,0.068246,0,103,6,1,Barry Levinson,0
0,en,0.541652,0,93,4.5,2,Sam Miller,0
16000000,en,18.790221,318982,100,6.1,291,Anne Fontaine,1
4000000,en,0.409089,0,100,4.2,5,Dan Ireland,0
4000000,es,3.663108,146402,113,7.1,36,Fernando Le\u00f3n de Aranoa,1
650000,en,12.496261,33245,98,6.2,285,Jim Mickle,1
0,en,0.596889,0,92,6.7,7,Stephen T. Kay,1
0,pt,2.611364,0,106,6.4,31,Karim A\u00efnouz,1
4000000,en,3.238466,355688,119,6.2,37,Sam Levinson,1
4000000,en,8.30723,25345000,99,6.2,157,Julian Gilbey,1
0,en,3.408955,0,90,5.8,38,Vincenzo Natali,0
0,ru,1.876621,4037782,120,7.3,23,Aleksandr Veledinskiy,1
0,en,1.807571,0,142,7.1,20,Peter H. Hunt,1
0,en,6.783053,0,93,5.2,13,Ruba Nadda,0
3950000,en,8.484123,8000000,127,6.1,19,James Whale,1
4000000,en,0.936232,0,103,5.7,9,Edward Burns,0
4000000,en,12.822534,0,93,4.5,118,Phil Joanou,0
0,en,4.989985,0,84,6.6,207,Sean Byrne,1
4000000,en,1.390659,0,78,4.1,8,Chris Stokes,0
4000000,en,1.923514,0,0,5.2,20,Mark Griffiths,0
0,en,4.118612,0,113,4.4,21,Bruce MacDonald,0
3900000,en,9.541688,28350000,120,7.5,89,Fred Zinnemann,1
3800000,en,17.234745,23689877,121,7.7,381,Sidney Lumet,1
4000000,en,48.98255,400176459,238,7.7,970,Victor Fleming,1
0,en,1.972668,0,98,6.5,18,Richard Raymond,1
3800000,en,3.490215,14873,123,6.2,38,Sam Peckinpah,1
3768785,en,1.726175,8000000,107,7.3,22,George Sidney,1
967686,en,20.544999,4270000,101,7,423,Chris Morris,1
0,pt,0.389471,0,115,6.7,9,Andrucha Waddington,1
3500000,en,8.45342,44462,101,6.5,195,Peter Stebbings,1
3700000,en,0.90522,2956000,102,6.6,17,Vincente Minnelli,1
3800000,en,2.201678,0,95,6,21,Dagur K\u00e1ri,0
4000000,en,3.771652,13401952,109,6.6,66,Nicholas Hytner,1
3600000,en,21.119209,44785053,113,7.4,299,John Schlesinger,1
3500000,en,17.002623,257850122,91,6.8,363,Peter Cattaneo,1
3500000,en,46.116885,83453539,88,7.1,1074,Jerry Zucker,1
5000000,en,1.398981,0,88,5.3,11,Kevin Carraway,0
3500000,en,25.5748,28215918,91,7,503,F. Gary Gray,1
3500000,en,3.418871,27900000,97,7.2,173,Albert Hughes,1
3500000,en,10.729884,14000000,92,5.9,129,Michael Gornick,0
3716946,en,2.676535,5000000,121,6.9,47,Sam Peckinpah,1
3500000,en,7.821438,13007551,134,7.4,82,Richard Brooks,1
3500000,en,3.281509,12800000,149,7.4,46,Fred Zinnemann,1
3500000,en,2.938973,12000000,121,6.2,35,Jack Smight,1
3500000,en,10.219942,12600000,116,7.1,158,Alfred Hitchcock,1
3500000,en,50.319662,40423945,92,6.3,1434,Robert Eggers,1
0,en,0.593068,0,93,5.4,8,Michael Martin,0
3500000,en,8.406025,9482579,96,5.7,70,Edward Burns,0
10000000,en,5.588652,6451628,105,6.8,81,Bill Condon,1
2000000,es,25.894065,33965843,129,7.8,626,Juan Jos\u00e9 Campanella,1
0,en,3.280081,0,94,4.8,36,Gideon Raff,0
3600000,en,35.674774,5923044,84,7.6,742,Sam Raimi,1
0,en,3.115754,0,81,5.4,43,Louis C.K.,0
1000000,en,20.466433,0,86,3.8,476,Anthony C. Ferrante,0
0,es,0.015597,0,105,5.4,4,Salvador Carrasco,0
3500000,nb,12.982319,4159678,103,6.7,583,Andr\u00e9 \u00d8vredal,1
0,en,0.595136,0,104,5.8,9,Robert Cary,0
3500000,en,3.643608,113783,98,6.7,28,Adam Rapp,1
3500000,en,6.396936,0,91,5.6,90,Angela Robinson,0
0,en,0.909067,0,111,2.9,7,Warren P. Sonoda,0
3500000,en,1.348114,0,98,5.2,10,Amanda Gusack,0
0,en,0.964802,0,104,2,1,Avi Nesher,0
0,en,0.042346,0,200,0,0,Nick Murphy ,0
3500000,en,1.271621,0,96,4.6,10,Charles Adelman,0
3500000,en,25.891466,0,78,7.9,419,Jay Oliva,1
3500000,en,1.618138,0,100,0,0,Charles Ferguson,0
3500000,en,4.304341,0,85,3.3,19,Uwe Boll,0
3500000,en,3.158056,0,92,5.3,37,Mark Young,0
0,en,3.230779,0,86,5,11,"Daniel Petrie, Jr.",0
3440000,en,1.913302,0,90,3.6,6,Antonio Simoncini,0
3400000,en,5.690619,31063038,94,6.5,84,Mel Brooks,1
8000000,fr,17.537154,127392239,80,6.9,358,Luc Jacquet,1
3500000,en,26.259389,19504039,107,6.7,524,J.C. Chandor,1
0,en,1.419431,0,100,6.2,15,Eldar Rapaport,1
3000000,en,11.637458,3830137,92,6,127,Clark Gregg,0
3300000,en,192.528841,13092000,105,8.3,4254,Damien Chazelle,1
3300000,pt,44.356711,30641770,130,8.1,1814,Fernando Meirelles,1
600000,en,4.859873,4000000,99,6.8,97,Justin Kerrigan,1
3400000,en,6.723057,0,118,6.8,47,Nathan Frankowski,1
0,en,3.069605,0,85,6.4,66,Karen Moncrieff,1
3800000,da,21.826888,16800000,115,7.9,927,Thomas Vinterberg,1
0,en,15.128316,19294144,94,7.4,344,Bob Clark,1
0,en,1.814802,0,91,6.7,37,Alejandro Monteverde,1
4300000,en,5.643023,0,98,6.2,66,Mark L. Lester,1
3300000,en,2.964785,45000,96,4.1,9,Jonathan Silverman,0
2000000,en,0.11615,7,92,8,1,Eric Styles,1
0,fr,13.437038,28814580,128,6.8,174,Laurent Cantet,1
3200000,en,26.180367,33395426,136,7.5,863,Roman Polanski,1
3200000,en,11.735287,8000000,123,7.4,265,John Ford,1
0,en,8.308442,2277396,99,6.9,150,Max Mayer,1
0,es,3.027892,0,101,6.9,101,Joshua Marston,1
3200000,en,11.933449,5332926,105,6.8,347,Mike Mills,1
0,en,8.825113,658573,95,6.1,160,John Gulager,1
2700000,en,17.332585,141000000,109,7,418,John Landis,1
2500000,en,47.812466,124881062,110,7.2,987,Guy Hamilton,1
2400000,en,11.753553,0,110,5.7,112,Brandon Cronenberg,0
3180000,en,42.868495,9644124,130,8,1076,Frank Capra,1
4000000,en,63.513324,16491080,93,7.8,2655,Danny Boyle,1
0,en,1.918959,0,115,6.3,15,Spike Lee,1
3000000,en,22.789649,177512032,91,5.7,722,Tod Williams,0
0,en,5.735912,0,91,7.4,54,Kirk Jones,1
4000000,en,11.414843,35564473,120,7.3,453,Michael Moore,1
0,zh,6.017273,0,111,6.9,49,Zhang Yimou,1
3000000,en,21.607228,29999213,87,5.7,361,Jack Sholder,0
3000000,en,7.961559,20966644,117,6.9,156,James Ivory,1
3000000,en,54.403033,89328627,86,6,2428,James DeMonaco,0
3000000,en,41.045084,77712439,110,6.7,1573,Scott Derrickson,1
3000000,en,0.295226,19184015,113,5,1,Martin Lawrence,0
3000000,en,16.553594,17570324,108,7.6,165,Richard Brooks,1
3000000,en,24.393296,18999718,95,6.2,361,Ted Post,1
3000000,en,11.241802,23144499,98,5.3,106,Charles Martin Smith,0
16000000,ja,9.18885,68411275,93,5.9,137,Michael Haigney,0
3000000,en,11.158167,19472057,86,5.7,216,Tom McLoughlin,0
3000000,en,23.109959,33300000,161,7.7,542,David Lean,1
3000000,en,1.586598,15369573,100,4.7,25,Patrick Read Johnson,0
2000000,en,3.832858,7900000,121,6.7,86,Alfred Hitchcock,1
3000000,en,22.889294,25000000,125,8.1,483,Billy Wilder,1
3000000,en,10.341982,15938065,87,4.2,193,Adam Marcus,0
3000000,en,7.924982,13000000,128,6.4,120,Alfred Hitchcock,1
3000000,en,1.697846,11718595,100,6.4,28,Michel Gondry,1
0,en,14.936661,229094,84,6.6,367,John Maclean,1
3000000,en,0.720091,0,97,7,11,Michael Schultz,1
0,en,2.747402,0,84,5.3,36,Benny Boom,0
3000000,en,6.734965,10400000,146,7.3,41,Richard Brooks,1
3000000,en,13.338539,10000000,186,7.6,155,Stanley Kramer,1
0,en,0.185373,9016377,94,4.5,4,David Raynr,0
3000000,en,5.344815,9012000,133,7.3,82,Howard Hawks,1
0,en,0.982624,0,99,3.7,10,Nnegest Likk\u00e9,0
3000000,en,23.299907,11176469,108,7.4,568,Richard Linklater,1
0,en,4.103764,0,95,3.8,46,Christopher Leitch,0
3000000,en,5.003615,7282851,97,6.3,94,Don Coscarelli,1
3000000,en,0.019984,6804016,94,5,3,Michael Schultz,0
0,en,1.026243,0,86,5.8,19,Patricia Cardoso,0
0,en,2.787375,10422387,115,6.8,34,Deepa Mehta,1
3800000,en,3.667372,28200000,97,6.5,59,Damien O'Donnell,1
3000000,en,2.144354,0,82,3.1,11,Peter M. Cohen,0
3000000,en,3.937939,4109095,117,5.7,35,Mira Nair,0
3000000,en,5.325156,0,90,6,57,Nicole Holofcener,0
3000000,en,23.981601,4000000,100,7.4,798,Mel Stuart,1
0,en,3.107149,0,98,5.2,38,Anthony Hickox,0
0,en,5.016607,0,95,5.4,39,Tom Schulman,0
0,en,13.857194,0,94,7.6,234,Terrence Malick,1
0,en,6.997495,0,104,6.4,25,Jill Sprecher,1
3000000,en,4.337685,3076820,87,5.9,90,Darren Stein,0
2962051,en,3.636634,3011195,108,6.6,94,Julian Schnabel,1
0,en,15.492257,4069826,86,7.2,345,Noah Baumbach,1
3000000,af,2.504169,9879971,94,6.9,94,Gavin Hood,1
3000000,en,10.757539,2807390,139,7.4,194,Todd Solondz,1
0,en,1.580027,0,89,6.1,4,George Gallo,1
2800000,en,15.754614,1826705,102,5.1,366,Kevin Smith,0
3000000,ko,56.76349,14980005,120,8,1945,Park Chan-wook,1
0,en,3.644872,0,110,6.5,37,David Nixon,1
3000000,en,16.900433,748453,86,5.7,211,Jason Eisener,0
3000000,es,1.569246,0,101,5.2,17,Enrique Begn\u00e9,0
3000000,en,4.682881,0,110,6.5,95,Matthew Bright,1
0,en,1.128559,0,87,5.8,12,Michael Landon Jr.,0
3000000,en,12.68672,2357852,123,6.9,250,Andrea Arnold,1
0,en,3.750338,0,99,5.6,67,Whit Stillman,0
0,en,2.857848,0,176,4,21,Stuart Gillard,0
3000000,en,20.95282,11947954,87,5.3,444,Leslye Headland,0
0,en,0.18094,0,120,3.7,3,Bobby Roth,0
0,en,1.75311,0,94,5.2,34,Tim Heidecker,0
2700000,de,3.120747,0,98,6.7,59,Marco Kreuzpaintner,1
0,en,0.384496,0,0,6.3,2,Michael Worth,1
0,en,2.504156,0,96,3.9,37,Deon Taylor,0
3000000,en,0.431332,0,97,5.8,5,Jason Alexander,0
3000000,en,11.882563,22000,112,5.7,197,Xavier Gens,0
0,en,9.342465,0,88,6.1,15,Conor McPherson,1
3000000,en,12.564554,3387000,83,4.9,148,Will Canon,0
0,en,0.68822,0,80,3,5,Philip Zlotorynski,0
0,en,0.194848,0,90,0,0,Lance Kawas,0
0,en,2.015525,0,96,5.4,32,Francesca Gregorini,0
3000000,en,2.680629,0,85,5.2,18,M\u00e1rcio Garcia,0
0,en,12.036888,0,84,5.3,171,David Wain,0
0,en,1.737032,0,80,2.9,28,Craig Moss,0
3000000,en,9.249229,0,90,5.8,136,Michael Jai White,0
2500000,en,5.164423,3200000,92,7.1,95,John Boorman,1
3,en,0.008263,0,100,0,0,Paolo Monico,0
0,en,1.998826,0,88,4.8,14,Youssef Delara,0
3000000,en,1.968679,0,95,4.6,16,Darin Scott,0
3000000,en,1.141463,0,79,2.8,10,Christian Sesma,0
0,en,0.214704,0,88,6,1,Monte Hellman,0
3200000,en,1.034844,0,95,6.1,5,Brian Caunter,1
0,en,1.975941,0,95,6.3,22,Chris D'Arienzo,1
2900000,pt,5.928937,5596708,113,7.6,126,Walter Salles,1
2900000,en,3.370225,5000000,136,7.3,25,Frank Capra,1
0,en,5.485217,0,80,4.9,54,Isaac Florentine,0
0,en,0.18887,0,105,6.8,3,,1
3000000,en,3.077885,0,90,4.1,52,Michael Polish,0
3000000,en,1.781462,103735,93,6.6,36,Heidi Ewing,1
0,fr,4.952983,0,91,6.6,271,Alexandre Aja,1
2902660,en,1.35088,0,93,6.1,34,Leon Ford,1
0,en,0.687656,0,89,4.3,12,Hank Braxtan,0
8000000,en,6.39503,23563727,116,6.9,99,Craig Brewer,1
2883848,en,39.30982,25000000,122,8,808,Billy Wilder,1
2800000,en,9.070842,19170001,88,5.3,192,John Carl Buechler,0
2777000,en,67.417542,33754967,102,7.4,1642,Victor Fleming,1
2800000,en,36.444894,86273333,106,7.7,854,Mel Brooks,1
2000000,en,15.351412,5364858,95,5.4,190,George A. Romero,0
0,en,2.436019,0,144,7.6,44,Rajkumar Hirani,1
0,en,0.93392,0,112,6.5,19,Victor Nunez,1
2700000,en,11.35972,37799643,118,7,59,Carroll Ballard,1
0,en,0.296981,0,0,9.5,2,Rohit Jugraj,1
0,en,1.776624,0,90,4.9,10,Kresten Vestbjerg Andersen,0
2686000,en,1.897263,6600000,109,6,30,John Ford,0
0,nl,0.144031,0,103,7,3,Alex van Warmerdam,1
2627000,en,0.531444,5363000,120,6,8,Victor Fleming,0
2600000,en,22.793929,119500000,93,7.2,609,Mel Brooks,1
2600000,en,14.013414,32980880,91,5.9,237,Joseph Zito,0
2159280,pl,13.265432,10700000,80,7.1,260,Pawe\u0142 Pawlikowski,1
0,en,11.552247,0,134,7.1,61,James Ivory,1
0,en,1.73892,0,86,5.3,22,Frank Sebastiano,0
2600000,en,0.895946,3166000,105,7.6,23,Stacy Peralta,1
2600000,es,19.02965,553198,92,7,308,Nacho Vigalondo,1
0,zh,0.406645,0,99,7.4,13,Ning Hao,1
2600000,en,3.687574,0,97,5.2,38,Tony Giglio,0
2540800,en,36.556954,7200000,103,7.8,727,Stanley Donen,1
0,en,0.545825,0,97,7.1,47,Joe Cross,1
2500000,en,18.661541,60141683,86,5.4,516,Michael Tiddes,0
2500000,en,0.973582,33400000,87,4.6,19,John Sullivan,0
0,en,14.885388,34585416,108,6.8,225,Tom Hanks,1
2500000,en,12.030456,14400000,98,5,229,Tommy Lee Wallace,0
2500000,en,18.30961,12348905,98,6.3,264,Don Taylor,1
2500000,en,6.82919,10000000,112,7.5,66,Martin Ritt,1
0,en,9.799357,32230907,74,7.1,95,Leslie Small,1
2500000,en,10.363642,0,104,7.1,212,Gus Van Sant,1
2500000,en,30.583959,26781723,102,7.1,618,Zach Braff,1
2500000,en,23.672571,5535405,105,7.7,959,Richard Linklater,1
0,fr,0.205034,0,100,6.9,8,\u00c9ric Tessier,1
0,en,5.581743,0,107,6.7,22,Alison Maclean,1
0,en,2.487255,0,91,6.8,32,Alice Wu,1
0,en,0.262135,0,102,5.2,15,Sarah Gavron,0
2500000,en,23.419061,3325038,85,6.8,450,Jake Schreier,1
0,en,7.958831,9726954,106,7.2,77,Isabel Coixet,1
2500000,en,25.722747,6854611,95,6.8,1048,James Ponsoldt,1
0,en,9.774126,0,101,7.2,197,Larry Charles,1
0,en,0.197469,0,90,7,3,Joshua Tickell,1
0,en,0.142255,0,100,7,1,Tim Boxell,1
2500000,en,0.301884,71904,100,7.1,7,Michael D. Sellers,1
0,en,0.424957,0,80,5.5,6,Reed Cowan,0
14000000,en,3.393648,0,106,6.1,50,James Dodson,1
0,de,5.025938,0,103,6.1,61,Stefan Ruzowitzky,1
2500000,en,4.624691,107559,90,6,40,Alex Rivera,0
2500000,en,12.204569,324138,96,6.6,441,James Gunn,1
0,en,0.630226,0,89,5,15,John Murlowski,0
2500000,de,4.270489,0,87,4.9,63,Benni Diez,0
35000000,en,3.674294,0,94,4.8,40,Danny Perez,0
2400000,en,4.623059,5731103,120,7,11,Spike Lee,1
0,en,1.946715,0,101,4.8,21,Robby Henson,0
30000000,en,27.940093,495303,84,6.3,664,Mike Judge,1
2500000,en,1.759506,0,110,4.5,19,Zackary Adler,0
2380000,en,8.395624,8176544,101,7.4,363,Shane Meadows,1
2500000,en,8.248149,0,101,3.1,47,Dominic Burns,0
2361000,en,0.628051,6892000,101,7,4,George Sidney,1
2450000,en,0.500753,0,105,4.6,5,Carmen Marron,0
0,en,0.376662,565592,97,10,1,Tim McCanlies,1
2300000,en,1.606314,11000000,107,6.9,18,George Sidney,1
0,en,0.197264,0,91,4.7,6,Mario Van Peebles,0
0,en,5.759493,0,108,5.6,88,Jason Stone,0
2000000,en,6.86302,0,90,6.7,93,Jerry Rees,1
2280000,en,32.875469,83320000,124,7.2,808,David Hand,1
0,en,0.015295,0,90,0,0,Jaco Booyens,0
4000000,en,14.206525,36690067,95,5.7,254,Steve Miner,0
2200000,en,12.639469,21930418,92,5.1,196,Danny Steinmann,0
0,en,2.371477,0,117,6.2,11,Michael Landon Jr.,1
0,en,2.470443,0,115,6.6,48,Jon Gunn,1
0,en,1.532518,0,90,5.7,5,Hayley Cloake,0
2160000,en,0.1813,9132000,119,5.8,4,Tay Garnett,0
2300000,en,2.713171,0,97,5.6,19,Shyam Madiraju,0
0,en,0.258413,0,90,3.5,5,Harmage Singh Kalirai,0
0,en,2.025701,0,90,5.4,12,Rita Merson,0
0,en,2.659804,0,85,5.7,59,Jon Knautz,0
2100000,en,8.38717,23650000,172,7.6,143,William Wyler,1
0,en,6.677093,480811,113,6.7,125,Larry Clark,1
0,en,2.526356,0,89,7,51,Petter N\u00e6ss,1
2100000,en,0.039007,3330,126,0,0,Robert Fontaine,0
1500000,es,31.691617,30448000,78,7.1,934,Jaume Balaguer\u00f3,1
0,en,0.47909,0,88,4.5,4,Patricia Cardoso,0
0,en,0.027801,0,0,0,0,,0
0,en,2.122451,0,77,5.1,36,Neil Mcenery-West,0
0,de,0.803761,0,81,4.1,15,Anthony O'Brien,0
2000000,en,41.298723,78898765,115,6.9,760,Terence Young,1
0,en,1.791331,0,96,5.3,39,Lloyd Kaufman,0
2000000,en,10.664202,18344729,89,7,200,Woody Allen,1
2000000,en,100.876794,14674076,100,6.6,1832,David Robert Mitchell,1
2000000,en,13.223111,18016290,88,6.6,215,Woody Allen,1
2000000,en,22.139842,13129846,129,8,657,Robert Mulligan,1
2000000,en,37.117362,24600832,95,7.3,957,George Miller,1
0,cn,15.046612,0,102,7.2,242,Liu Chia-Liang,1
2000000,en,15.557144,11540607,118,7.2,353,Kimberly Peirce,1
2000000,en,11.66632,13101672,85,5.2,125,Chris Kentis,0
2000000,de,34.938177,70000000,137,7.9,958,Florian Henckel von Donnersmarck,1
1000000,en,5.961119,34522221,129,6.8,77,Alex Kendrick,1
2000000,en,17.639478,7600000,134,7.6,240,Robert Rossen,1
2000000,en,1.867004,9172000,119,6.5,8,Jack Conway,1
8000000,fr,13.944645,1477676,80,7.3,231,Sylvain Chomet,1
0,en,2.304552,0,89,6.6,24,Chris Eyre,1
0,en,7.792851,6003587,101,7.1,120,Shari Springer Berman,1
2700000,en,14.799323,15992615,80,7.6,718,Richard Linklater,1
2000000,es,23.281616,20908467,154,7.6,521,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu,1
2000000,en,20.331593,4601043,100,6.7,339,Catherine Hardwicke,1
2000000,en,5.381536,7800000,118,6.8,47,Elia Kazan,1
2000000,en,20.834883,13831503,100,6.8,565,Debra Granik,1
0,en,14.045887,13885802,106,7.6,138,Kevin Macdonald,1
2000000,en,0.483974,4000000,106,4.8,6,Henry King,0
0,en,9.719094,0,90,7,107,Miranda July,1
2000000,en,16.930914,7871522,109,7.7,286,Charles Ferguson,1
6000000,en,28.819424,11122090,96,6.3,658,Max Joseph,1
0,en,18.223139,0,116,7.2,298,Jim Jarmusch,1
2000000,en,12.999023,5967038,120,6.3,197,David Ayer,1
2000000,en,6.728882,2801508,97,5.6,92,Jerry Jameson,0
2000000,en,1.95686,2506446,96,4.8,26,Steven Soderbergh,0
0,en,7.151154,0,98,5.9,58,Kevin Tenney,0
2000000,en,14.846001,5179037,101,6.3,140,John Cameron Mitchell,1
2000000,he,14.08251,11125849,90,7.8,291,Ari Folman,1
2000000,en,0.031947,1672730,120,5,2,,0
2000000,en,2.283796,1431623,102,7.2,23,Charles Ferguson,1
2000000,en,18.224326,1477002,98,6.8,279,Marielle Heller,1
2000000,en,3.43159,0,109,7.6,31,David Sington,1
0,en,4.749885,876302,104,6.5,77,Kelly Reichardt,1
2000000,en,3.980072,653621,92,6.8,31,Fenton Bailey,1
0,en,1.096355,0,99,7.1,19,Bob Giraldi,1
0,en,1.196943,0,96,5.6,13,Jill Sprecher,0
2000000,en,3.125382,563706,120,4.6,19,Huck Botko,0
2000000,fr,5.261065,390659,104,6.3,86,Luc Besson,1
0,en,6.337735,0,97,6.1,23,David Duchovny,1
0,en,7.359286,0,94,5.2,210,Mitchell Lichtenstein,0
2000000,en,1.892183,124494,91,5.8,36,Lance Mungia,0
0,en,0.001186,0,0,0,0,,0
2000000,en,3.911445,120620,90,7.1,52,Michael Dowse,1
3800000,en,2.559806,111731,84,5.9,18,Hue Rhodes,0
0,en,0.744406,0,96,6.3,10,Shane Meadows,1
13500000,en,5.16023,187674,129,5.2,32,Roland Emmerich,0
7000000,en,0.253595,1100000,93,6.7,3,,1
0,en,0.046868,0,100,5,1,Danny Provenzano,0
0,en,2.952932,0,97,5.6,13,Bill Muir,0
0,en,5.563068,0,94,5.5,143,Richard LaGravenese,0
0,en,1.161034,0,95,6.4,9,Noah Buschel,1
2000000,en,7.502934,54207,97,5.9,88,Brian Yuzna,0
0,en,5.350423,0,92,6.1,96,Hunter Richards,1
2000000,en,4.261509,622806,96,6.3,41,Laurie Collyer,1
0,en,6.752141,0,87,6,333,Aaron Hann,0
0,en,20.362373,3983997,91,6.7,406,James Watkins,1
0,en,5.099368,0,98,5.4,40,Catherine Hardwicke,0
0,en,6.632891,0,86,5.3,124,Phil Claydon,0
0,en,1.717376,0,120,6.8,16,Ralph Ziman,1
0,en,4.922397,0,99,6.9,18,John Simpson,1
1000000,en,13.222268,0,92,6.1,381,Colin Minihan,1
100000,en,7.447714,95000,86,5.5,92,Conor McMahon,0
2000000,en,9.68793,0,98,5.2,84,Chris Shadley,0
2,en,0.050625,0,,0,0,Simon Napier-Bell,0
2000000,en,5.941852,11833696,82,6.7,165,Woody Allen,1
0,en,0.174311,0,103,3.5,2,Simon Yin,0
0,en,0.361554,0,76,5.8,2,Jeff Crook,0
2300000,en,8.055084,0,87,7.2,102,Orson Welles,1
2000000,en,4.346271,0,88,4.4,27,Dave Payne,0
14000000,en,3.419685,0,97,5.6,37,James Cox,0
2000000,en,5.100741,0,96,5.7,50,Jonas \u00c5kerlund,0
0,en,2.253589,0,87,6.7,45,Brad Copeland,1
